loss,accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.2739605575799942,0.879,1734199926,,False,1,b79122cf,2024-12-14_18-12-06,0.4780309200286865,0.4780309200286865,83828,UNKNOWN,127.0.0.1,0.4780309200286865,1
0.12888074561953544,0.95,1734199926,,True,2,b79122cf,2024-12-14_18-12-06,0.014836311340332031,0.49286723136901855,83828,UNKNOWN,127.0.0.1,0.49286723136901855,2
