loss,accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.307550220489502,0.856,1734199885,,False,1,d2018ef9,2024-12-14_18-11-25,0.4659891128540039,0.4659891128540039,82922,UNKNOWN,127.0.0.1,0.4659891128540039,1
0.09478064348734916,0.961,1734199885,,False,2,d2018ef9,2024-12-14_18-11-25,0.013571023941040039,0.47956013679504395,82922,UNKNOWN,127.0.0.1,0.47956013679504395,2
0.05262324045598507,0.98,1734199885,,False,3,d2018ef9,2024-12-14_18-11-25,0.012012243270874023,0.49157238006591797,82922,UNKNOWN,127.0.0.1,0.49157238006591797,3
0.05250832573720254,0.981,1734199885,,False,4,d2018ef9,2024-12-14_18-11-25,0.012012004852294922,0.5035843849182129,82922,UNKNOWN,127.0.0.1,0.5035843849182129,4
0.02672168293315917,0.99,1734199885,,True,5,d2018ef9,2024-12-14_18-11-25,0.011745929718017578,0.5153303146362305,82922,UNKNOWN,127.0.0.1,0.5153303146362305,5
