loss,accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6835139865875244,0.513,1734199982,,True,1,3dce66dd,2024-12-14_18-13-02,0.4545421600341797,0.4545421600341797,85121,UNKNOWN,127.0.0.1,0.4545421600341797,1
