,ptl/train_loss,ptl/train_accuracy,ptl/val_loss,ptl/val_accuracy,ptl/model_params,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/layer_1_size,config/layer_2_size,config/layer_3_size,config/dropout,config/batch_size,config/learning_rate,logdir
0,2.059194326400757,0.1666666716337204,1.921750783920288,0.2718254327774048,18618.0,3,576,1735442818,checkpoint_000003,True,False,4,84996ce8,2024-12-29_03-26-58,1.6122338771820068,14.054880380630493,535687,gxp-l4-0,128.232.119.192,14.054880380630493,4,16,32,128,0.28912223577499385,128,0.09684740571379662,84996ce8
1,1.3712022304534912,0.5666666626930237,0.7755234241485596,0.7545653581619263,32042.0,3,1148,1735442844,checkpoint_000003,True,False,4,971216e5,2024-12-29_03-27-24,2.4169676303863525,18.27802062034607,543367,gxp-l4-0,128.232.119.192,18.27802062034607,4,32,64,64,0.15052923653274775,64,0.04175020386483521,971216e5
2,1.0871779918670654,0.800000011920929,0.3431398272514343,0.9180813431739807,31690.001953125,3,1148,1735442871,checkpoint_000003,True,False,4,9ffec37a,2024-12-29_03-27-51,2.5677590370178223,18.082467794418335,550893,gxp-l4-0,128.232.119.192,18.082467794418335,4,32,32,128,0.23658313788473606,64,0.015013202860765159,9ffec37a
3,2.3156607151031494,0.03333333507180214,2.30713152885437,0.0951760932803154,18458.0,3,576,1735442895,checkpoint_000003,True,False,4,3fbd17f1,2024-12-29_03-28-15,1.6920874118804932,15.29633617401123,558460,gxp-l4-0,128.232.119.192,15.29633617401123,4,16,64,64,0.12220889441668988,128,0.07323183274976909,3fbd17f1
4,2.031369209289551,0.20000000298023224,1.6010067462921143,0.39775550365448,15866.0009765625,3,576,1735442922,checkpoint_000003,True,False,4,45ede075,2024-12-29_03-28-42,2.0448110103607178,17.482985973358154,566023,gxp-l4-0,128.232.119.192,17.482985973358154,4,16,32,64,0.12936932910233737,128,0.07586443248167635,45ede075
5,1.2775388956069946,0.6333333253860474,1.4313433170318604,0.4407150447368622,36842.0,0,287,1735442943,checkpoint_000000,True,True,1,2f91a463,2024-12-29_03-29-03,12.47714376449585,12.47714376449585,573652,gxp-l4-0,128.232.119.192,12.47714376449585,1,32,64,128,0.21809469405561685,64,0.03735255591142923,2f91a463
6,0.4982636272907257,0.8999999761581421,0.23651231825351715,0.9215535521507263,28938.0,3,1148,1735442975,checkpoint_000003,True,False,4,363043a5,2024-12-29_03-29-35,2.981579065322876,23.79269790649414,577184,gxp-l4-0,128.232.119.192,23.79269790649414,4,32,32,64,0.19479903466999532,64,0.00789588878992945,363043a5
7,2.260969877243042,0.23333333432674408,2.03843355178833,0.195188507437706,23258.0,0,144,1735442997,checkpoint_000000,True,True,1,07fff866,2024-12-29_03-29-57,12.379709720611572,12.379709720611572,585121,gxp-l4-0,128.232.119.192,12.379709720611572,1,16,64,128,0.2593056496232748,128,0.05577367022186518,07fff866
8,2.1365652084350586,0.06666667014360428,1.8797248601913452,0.2786136865615845,15866.0009765625,0,287,1735443019,checkpoint_000000,True,True,1,37ff6a2b,2024-12-29_03-30-19,13.863916873931885,13.863916873931885,588688,gxp-l4-0,128.232.119.192,13.863916873931885,1,16,32,64,0.2032683718949556,64,0.06640891847517341,37ff6a2b
9,0.7117506861686707,0.8333333134651184,0.36776819825172424,0.89316725730896,36842.0,0,144,1735443039,checkpoint_000000,True,True,1,1e46fd3f,2024-12-29_03-30-39,12.286338090896606,12.286338090896606,592873,gxp-l4-0,128.232.119.192,12.286338090896606,1,32,64,128,0.14262700043618678,128,0.02067780086733401,1e46fd3f
10,1.2337793111801147,0.6000000238418579,0.869933009147644,0.7366071939468384,28938.0,0,144,1735443060,checkpoint_000000,True,True,1,6c127fc4,2024-12-29_03-31-00,12.264361381530762,12.264361381530762,597156,gxp-l4-0,128.232.119.192,12.264361381530762,1,32,32,64,0.26947927940636873,128,0.04701216873042286,6c127fc4
11,2.4527533054351807,0.13333334028720856,2.1420605182647705,0.1631944477558136,23258.0,0,287,1735443175,checkpoint_000000,True,True,1,c0564d1a,2024-12-29_03-32-55,108.05482006072998,108.05482006072998,601760,gxp-l4-0,128.232.119.192,108.05482006072998,1,16,64,128,0.1830566579475999,64,0.0896218817440793,c0564d1a
12,0.06381158530712128,1.0,0.1520097702741623,0.9533730745315552,36842.0,3,576,1735443295,checkpoint_000003,True,False,4,3f550fbc,2024-12-29_03-34-55,1.4638831615447998,92.3273561000824,605501,gxp-l4-0,128.232.119.192,92.3273561000824,4,32,64,128,0.1,128,0.0023051307507757023,3f550fbc
13,0.12657631933689117,0.9333333373069763,0.18230290710926056,0.9507688879966736,31690.001953125,3,576,1735443466,checkpoint_000003,True,False,4,8d263e88,2024-12-29_03-37-46,1.4542834758758545,131.13568353652954,613240,gxp-l4-0,128.232.119.192,131.13568353652954,4,32,32,128,0.10481798900513316,128,0.0011133366357477074,8d263e88
14,1.7256301641464233,0.5666666626930237,1.5189993381500244,0.6700769066810608,32042.0,0,144,1735443550,checkpoint_000000,True,True,1,ecca6a28,2024-12-29_03-39-10,76.34300565719604,76.34300565719604,622582,gxp-l4-0,128.232.119.192,76.34300565719604,1,32,64,64,0.10709291469951453,128,0.0001,ecca6a28
