,ptl/train_loss,ptl/train_accuracy,ptl/val_loss,ptl/val_accuracy,ptl/model_params,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/layer_1_size,config/layer_2_size,config/layer_3_size,config/dropout,config/batch_size,config/learning_rate,logdir
0,1.6970082521438599,0.36666667461395264,1.3879400491714478,0.4582713544368744,18458.0,3,576,1735420590,checkpoint_000003,True,False,4,32448a27,2024-12-28_21-16-30,1.6743450164794922,14.025907278060913,3542008,gxp-l4-0,128.232.119.192,14.025907278060913,4,16,64,64,0.18548935055732726,128,0.02911456827223301,32448a27
1,2.3602449893951416,0.03333333507180214,2.3049182891845703,0.09702932089567184,31690.001953125,0,287,1735420608,checkpoint_000000,True,True,1,1d167fc2,2024-12-28_21-16-48,10.130018949508667,10.130018949508667,3549706,gxp-l4-0,128.232.119.192,10.130018949508667,1,32,32,128,0.28881828114390373,64,0.06523464646236972,1d167fc2
2,2.0870447158813477,0.20000000298023224,1.7851978540420532,0.29456019401550293,32042.0,0,287,1735420624,checkpoint_000000,True,True,1,54ff4c4d,2024-12-28_21-17-04,10.024619579315186,10.024619579315186,3553196,gxp-l4-0,128.232.119.192,10.024619579315186,1,32,64,64,0.1296000611037016,64,0.08517743352903054,54ff4c4d
3,0.8481361865997314,0.7333333492279053,0.5310734510421753,0.8523685932159424,18618.0,3,576,1735420645,checkpoint_000003,True,False,4,4cdba6c6,2024-12-28_21-17-25,1.6009089946746826,13.793875932693481,3556146,gxp-l4-0,128.232.119.192,13.793875932693481,4,16,32,128,0.24463356658816338,128,0.021452293063048272,4cdba6c6
4,1.7402058839797974,0.30000001192092896,1.4753159284591675,0.4125124514102936,23258.0,0,144,1735420662,checkpoint_000000,True,True,1,59d78258,2024-12-28_21-17-42,9.078370571136475,9.078370571136475,3564211,gxp-l4-0,128.232.119.192,9.078370571136475,1,16,64,128,0.21161940079182384,128,0.03763272704817355,59d78258
5,1.1294262409210205,0.6333333253860474,0.9107819199562073,0.7159851789474487,28938.0,0,287,1735420679,checkpoint_000000,True,True,1,e38c152a,2024-12-28_21-17-59,10.052134990692139,10.052134990692139,3567562,gxp-l4-0,128.232.119.192,10.052134990692139,1,32,32,64,0.11415307614952326,64,0.054972585304267706,e38c152a
6,2.3116323947906494,0.03333333507180214,2.3064894676208496,0.09143518656492233,36842.0,0,287,1735420697,checkpoint_000000,True,True,1,cd467a23,2024-12-28_21-18-17,9.985557556152344,9.985557556152344,3571093,gxp-l4-0,128.232.119.192,9.985557556152344,1,32,64,128,0.25493486505001783,64,0.09392733927518129,cd467a23
7,0.6280212998390198,0.699999988079071,0.24150872230529785,0.9270833730697632,15866.0009765625,3,576,1735420718,checkpoint_000003,True,False,4,364d440d,2024-12-28_21-18-38,1.6349191665649414,14.458998203277588,3574469,gxp-l4-0,128.232.119.192,14.458998203277588,4,16,32,64,0.17076360676437616,128,0.011324420374445617,364d440d
8,0.696632444858551,0.7333333492279053,0.48656323552131653,0.8559028506278992,23258.0,0,287,1735420736,checkpoint_000000,True,True,1,b9e923c9,2024-12-28_21-18-56,10.209684133529663,10.209684133529663,3582033,gxp-l4-0,128.232.119.192,10.209684133529663,1,16,64,128,0.10188694316893816,64,0.017265666219126435,b9e923c9
9,1.9565119743347168,0.2666666805744171,1.8512758016586304,0.2800719738006592,28938.0,0,144,1735420751,checkpoint_000000,True,True,1,a7a805be,2024-12-28_21-19-11,9.127602577209473,9.127602577209473,3585095,gxp-l4-0,128.232.119.192,9.127602577209473,1,32,32,64,0.2239519080147147,128,0.07787807222092524,a7a805be
10,2.282174587249756,0.10000000149011612,2.2280192375183105,0.1229538768529892,36842.0,0,144,1735420768,checkpoint_000000,True,True,1,cbf52e6a,2024-12-28_21-19-28,9.186525821685791,9.186525821685791,3589008,gxp-l4-0,128.232.119.192,9.186525821685791,1,32,64,128,0.15850887019187213,128,0.07332209828561172,cbf52e6a
11,1.519842505455017,0.36666667461395264,1.528872013092041,0.3927469253540039,15866.0009765625,0,287,1735420859,checkpoint_000000,True,True,1,4e67aead,2024-12-28_21-20-59,83.71929025650024,83.71929025650024,3592447,gxp-l4-0,128.232.119.192,83.71929025650024,1,16,32,64,0.26730632986873387,64,0.03407709090011195,4e67aead
12,0.5734382271766663,0.8333333134651184,0.3240621089935303,0.9029064178466797,18618.0,0,287,1735420953,checkpoint_000000,True,True,1,75bdfd53,2024-12-28_21-22-33,88.6245789527893,88.6245789527893,3597048,gxp-l4-0,128.232.119.192,88.6245789527893,1,16,32,128,0.1,64,0.010113526124743071,75bdfd53
13,1.7806260585784912,0.5,1.8294806480407715,0.3883928954601288,18618.0,0,144,1735421098,checkpoint_000000,True,True,1,bdeed61f,2024-12-28_21-24-58,138.70115566253662,138.70115566253662,3600903,gxp-l4-0,128.232.119.192,138.70115566253662,1,16,32,128,0.20910105415487057,128,0.0001,bdeed61f
14,1.457555890083313,0.4000000059604645,1.0611385107040405,0.7427984476089478,18458.0,0,287,1735421283,checkpoint_000000,True,True,1,ca57142e,2024-12-28_21-28-03,178.56037878990173,178.56037878990173,3604578,gxp-l4-0,128.232.119.192,178.56037878990173,1,16,64,64,0.1,64,0.0001,ca57142e
