loss,accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6911167554855346,0.505,1734199896,,True,1,f57c7d28,2024-12-14_18-11-36,0.7445230484008789,0.7445230484008789,83161,UNKNOWN,127.0.0.1,0.7445230484008789,1
